text,label
Debo limpiar mi habitación más tarde.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Voy al supermercado a comprar.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
Tengo que recordar llamar a un amigo.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Debo limpiar mi habitación más tarde.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Voy a hacer un poco de ejercicio ligero.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Tengo que ordenar algunos papeles en mi escritorio.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Necesito preparar mi almuerzo.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Voy a revisar algunos correos electrónicos.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a dar una caminata corta después del trabajo.,NEUTRAL
Voy a mirar una película esta noche.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Tengo que devolver unos libros a la biblioteca.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Voy a organizar mi calendario para la semana.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
Hoy es un día tranquilo sin muchas novedades.,NEUTRAL
Es solo otro día en la oficina.,NEUTRAL
Es hora de hacer la lista de compras.,NEUTRAL
Tengo que lavar la ropa esta semana.,NEUTRAL
Voy a trabajar en algunos pendientes.,NEUTRAL
Tengo que preparar la cena más tarde.,NEUTRAL
Hoy es un día como cualquier otro.,NEUTRAL
Voy a leer las noticias por un momento.,NEUTRAL
Necesito terminar algunas tareas.,NEUTRAL
Hoy tengo que hacer algunas diligencias.,NEUTRAL
